Jobid	Jobname	Time1	Startime	Lock	energy	node1	nodo2	nodo3	nodo4	nodo5	nodo6	nodo7	nodo8	nodo9	nodo10	nodo11	nodo12	nodo13	nodo14	nodo15	nodo16
889578	SPKFT4_nf4_cp576_tnp580_ms31680_double_lbn_r1_W8_20231128_101635	2023-11-29 07:11:35	1701238286	D	0.03519	cresco6x119	cresco6x120	cresco6x155	cresco6x162	cresco6x170	cresco6x177	cresco6x193	cresco6x199	cresco6x039	cresco6x207	cresco6x214	cresco6x060	cresco6x098			
889579	IMeCOFT8_nf0_cp576_tnp768_ms31680_double_lbn_r1_W8_20231128_101635	2023-11-29 07:12:42	1701238352	D	0.32894	cresco6x107	cresco6x157	cresco6x009	cresco6x025	cresco6x075	cresco6x257	cresco6x272	cresco6x183	cresco6x300	cresco6x062	cresco6x122	cresco6x231	cresco6x335	cresco6x121	cresco6x188	cresco6x108
889580	SPKFT8_nf0_cp576_tnp584_ms31680_double_lbn_r1_W8_20231128_101635	2023-11-29 07:18:37	1701238706	D	0.03550	cresco6x135	cresco6x162	cresco6x206	cresco6x306	cresco6x091	cresco6x062	cresco6x192	cresco6x225	cresco6x163	cresco6x108	cresco6x195	cresco6x134	cresco6x124			
889581	IMeCOFT8_nf8_cp576_tnp768_ms31680_double_lbn_r1_W8_20231128_101635	2023-11-29 07:24:11	1701239042	D	0.34452	cresco6x134	cresco6x162	cresco6x225	cresco6x135	cresco6x206	cresco6x163	cresco6x192	cresco6x195	cresco6x108	cresco6x091	cresco6x306	cresco6x062	cresco6x186	cresco6x275	cresco6x204	cresco6x323
889582	SPKFT8_nf8_cp576_tnp584_ms31680_double_lbn_r1_W8_20231128_101636	2023-11-29 07:28:54	1701239326	D	0.03315	cresco6x108	cresco6x062	cresco6x163	cresco6x162	cresco6x204	cresco6x135	cresco6x091	cresco6x306	cresco6x186	cresco6x195	cresco6x323	cresco6x206	cresco6x225			
889583	IMeCOFT0_cp576_tnp576_ms31680_single_lby_r1_W8_20231128_101636	2023-11-29 07:29:56	1701239387	D	0.12549	cresco6x155	cresco6x192	cresco6x275	cresco6x134	cresco6x225	cresco6x062	cresco6x091	cresco6x108	cresco6x206	cresco6x186	cresco6x300	cresco6x121				
889584	SPKFT0_cp576_tnp576_ms31680_single_lby_r1_W8_20231128_101636	2023-11-29 09:02:54	1701244964	D	0.02191	cresco6x075	cresco6x122	cresco6x119	cresco6x252	cresco6x094	cresco6x327	cresco6x082	cresco6x352	cresco6x135	cresco6x309	cresco6x128	cresco6x133				
889585	IMeCOFT1_nf0_cp576_tnp600_ms31680_single_lby_r1_W8_20231128_101636	2023-11-29 09:33:19	1701246790	D	0.13486	cresco6x313	cresco6x322	cresco6x043	cresco6x205	cresco6x263	cresco6x158	cresco6x113	cresco6x278	cresco6x018	cresco6x291	cresco6x028	cresco6x164	cresco6x182			
889586	SPKFT1_nf0_cp576_tnp577_ms31680_single_lby_r1_W8_20231128_101636	2023-11-29 09:36:14	1701246964	D	0.02441	cresco6x278	cresco6x027	cresco6x256	cresco6x286	cresco6x038	cresco6x011	cresco6x101	cresco6x258	cresco6x322	cresco6x361	cresco6x201	cresco6x021	cresco6x153			
889587	IMeCOFT1_nf1_cp576_tnp600_ms31680_single_lby_r1_W8_20231128_101636	2023-11-29 09:51:54	1701247905	D	0.14237	cresco6x307	cresco6x183	cresco6x302	cresco6x088	cresco6x217	cresco6x310	cresco6x140	cresco6x190	cresco6x219	cresco6x099	cresco6x330	cresco6x070	cresco6x305			
889588	SPKFT1_nf1_cp576_tnp577_ms31680_single_lby_r1_W8_20231128_101636	2023-11-29 09:54:48	1701248078	D	0.02320	cresco6x180	cresco6x243	cresco6x261	cresco6x029	cresco6x305	cresco6x088	cresco6x307	cresco6x099	cresco6x330	cresco6x219	cresco6x070	cresco6x183	cresco6x217			
889589	IMeCOFT2_nf0_cp576_tnp624_ms31680_single_lby_r1_W8_20231128_101637	2023-11-29 09:55:42	1701248132	D	0.16031	cresco6x140	cresco6x302	cresco6x190	cresco6x310	cresco6x217	cresco6x070	cresco6x219	cresco6x029	cresco6x261	cresco6x307	cresco6x305	cresco6x088	cresco6x243			
889590	SPKFT2_nf0_cp576_tnp578_ms31680_single_lby_r1_W8_20231128_101637	2023-11-29 09:58:44	1701248314	D	0.02184	cresco6x330	cresco6x183	cresco6x099	cresco6x180	cresco6x305	cresco6x307	cresco6x088	cresco6x219	cresco6x070	cresco6x261	cresco6x217	cresco6x029	cresco6x243			
889591	IMeCOFT2_nf2_cp576_tnp624_ms31680_single_lby_r1_W8_20231128_101637	2023-11-29 09:59:29	1701248366	D	0.15589	cresco6x190	cresco6x140	cresco6x243	cresco6x307	cresco6x070	cresco6x217	cresco6x219	cresco6x183	cresco6x099	cresco6x330	cresco6x180	cresco6x088	cresco6x305			
889592	SPKFT2_nf2_cp576_tnp578_ms31680_single_lby_r1_W8_20231128_101637	2023-11-29 10:02:25	1701248536	D	0.02379	cresco6x310	cresco6x190	cresco6x099	cresco6x219	cresco6x330	cresco6x307	cresco6x305	cresco6x140	cresco6x243	cresco6x070	cresco6x217	cresco6x180	cresco6x088			
889593	IMeCOFT4_nf0_cp576_tnp672_ms31680_single_lby_r1_W8_20231128_101637	2023-11-29 10:53:18	1701251589	D	0.13784	cresco6x027	cresco6x085	cresco6x271	cresco6x257	cresco6x220	cresco6x082	cresco6x238	cresco6x175	cresco6x208	cresco6x304	cresco6x240	cresco6x169	cresco6x223	cresco6x321		
889594	SPKFT4_nf0_cp576_tnp580_ms31680_single_lby_r1_W8_20231128_101637	2023-11-29 11:01:15	1701252066	D	0.02553	cresco6x222	cresco6x132	cresco6x067	cresco6x189	cresco6x144	cresco6x168	cresco6x045	cresco6x056	cresco6x092	cresco6x279	cresco6x246	cresco6x248	cresco6x024			
889595	IMeCOFT4_nf4_cp576_tnp672_ms31680_single_lby_r1_W8_20231128_101637	2023-11-29 11:06:37	1701252388	D	0.13761	cresco6x216	cresco6x318	cresco6x123	cresco6x055	cresco6x071	cresco6x114	cresco6x080	cresco6x012	cresco6x154	cresco6x058	cresco6x015	cresco6x022	cresco6x016	cresco6x315		
889596	SPKFT4_nf4_cp576_tnp580_ms31680_single_lby_r1_W8_20231128_101637	2023-11-29 11:12:17	1701252728	D	0.02339	cresco6x022	cresco6x015	cresco6x154	cresco6x080	cresco6x114	cresco6x012	cresco6x318	cresco6x216	cresco6x016	cresco6x123	cresco6x019	cresco6x132	cresco6x058			
889597	IMeCOFT8_nf0_cp576_tnp768_ms31680_single_lby_r1_W8_20231128_101638	2023-11-29 11:30:54	1701253844	D	0.16744	cresco6x031	cresco6x244	cresco6x270	cresco6x299	cresco6x332	cresco6x340	cresco6x112	cresco6x196	cresco6x032	cresco6x362	cresco6x194	cresco6x040	cresco6x326	cresco6x148	cresco6x191	cresco6x218
889598	SPKFT8_nf0_cp576_tnp584_ms31680_single_lby_r1_W8_20231128_101638	2023-11-29 11:33:40	1701254011	D	0.02282	cresco6x082	cresco6x321	cresco6x085	cresco6x194	cresco6x169	cresco6x340	cresco6x148	cresco6x223	cresco6x218	cresco6x299	cresco6x196	cresco6x040	cresco6x112			
889599	IMeCOFT8_nf8_cp576_tnp768_ms31680_single_lby_r1_W8_20231128_101638	2023-11-29 14:54:48	1701266077	D	0.17173	cresco6x017	cresco6x155	cresco6x239	cresco6x319	cresco6x244	cresco6x112	cresco6x257	cresco6x036	cresco6x240	cresco6x301	cresco6x027	cresco6x179	cresco6x212	cresco6x057	cresco6x268	cresco6x150
889600	SPKFT8_nf8_cp576_tnp584_ms31680_single_lby_r1_W8_20231128_101638	2023-11-29 14:57:27	1701266237	D	0.02188	cresco6x155	cresco6x268	cresco6x179	cresco6x017	cresco6x057	cresco6x212	cresco6x027	cresco6x244	cresco6x257	cresco6x150	cresco6x301	cresco6x240	cresco6x239			
889601	IMeCOFT0_cp576_tnp576_ms31680_double_lby_r1_W8_20231128_101638	2023-11-29 14:58:16	1701266287	D	0.25150	cresco6x319	cresco6x112	cresco6x036	cresco6x155	cresco6x268	cresco6x150	cresco6x017	cresco6x244	cresco6x027	cresco6x212	cresco6x239	cresco6x179				
889602	SPKFT0_cp576_tnp576_ms31680_double_lby_r1_W8_20231128_101638	2023-11-29 15:02:54	1701266564	D	0.03603	cresco6x257	cresco6x240	cresco6x057	cresco6x301	cresco6x036	cresco6x155	cresco6x268	cresco6x179	cresco6x027	cresco6x212	cresco6x150	cresco6x244				
889603	IMeCOFT1_nf0_cp576_tnp600_ms31680_double_lby_r1_W8_20231128_101638	2023-11-29 15:04:03	1701266634	D	0.26697	cresco6x112	cresco6x239	cresco6x301	cresco6x268	cresco6x240	cresco6x257	cresco6x036	cresco6x150	cresco6x244	cresco6x212	cresco6x027	cresco6x057	cresco6x179			
889604	SPKFT1_nf0_cp576_tnp577_ms31680_double_lby_r1_W8_20231128_101639	2023-11-29 15:08:38	1701266909	D	0.03947	cresco6x296	cresco6x257	cresco6x179	cresco6x239	cresco6x301	cresco6x240	cresco6x268	cresco6x036	cresco6x212	cresco6x027	cresco6x244	cresco6x112	cresco6x150			
889605	IMeCOFT1_nf1_cp576_tnp600_ms31680_double_lby_r1_W8_20231128_101639	2023-11-29 15:09:46	1701266976	D	0.34143	cresco6x057	cresco6x150	cresco6x179	cresco6x296	cresco6x027	cresco6x257	cresco6x239	cresco6x112	cresco6x212	cresco6x244	cresco6x301	cresco6x268	cresco6x240			
889606	SPKFT1_nf1_cp576_tnp577_ms31680_double_lby_r1_W8_20231128_101639	2023-11-29 15:15:56	1701267347	D	0.03503	cresco6x319	cresco6x017	cresco6x301	cresco6x239	cresco6x257	cresco6x268	cresco6x150	cresco6x244	cresco6x112	cresco6x057	cresco6x179	cresco6x082	cresco6x332			
889607	IMeCOFT2_nf0_cp576_tnp624_ms31680_double_lby_r1_W8_20231128_101639	2023-11-29 15:17:06	1701267417	D	0.27044	cresco6x036	cresco6x270	cresco6x031	cresco6x332	cresco6x319	cresco6x257	cresco6x301	cresco6x268	cresco6x082	cresco6x239	cresco6x150	cresco6x112	cresco6x244			
889608	SPKFT2_nf0_cp576_tnp578_ms31680_double_lby_r1_W8_20231128_101639	2023-11-29 15:21:40	1701267691	D	0.03427	cresco6x036	cresco6x332	cresco6x319	cresco6x244	cresco6x150	cresco6x112	cresco6x031	cresco6x268	cresco6x270	cresco6x301	cresco6x257	cresco6x239	cresco6x082			
889609	IMeCOFT2_nf2_cp576_tnp624_ms31680_double_lby_r1_W8_20231128_101639	2023-11-29 15:22:48	1701267757	D	0.27522	cresco6x082	cresco6x031	cresco6x150	cresco6x244	cresco6x112	cresco6x268	cresco6x332	cresco6x301	cresco6x319	cresco6x270	cresco6x036	cresco6x257	cresco6x239			
889610	SPKFT2_nf2_cp576_tnp578_ms31680_double_lby_r1_W8_20231128_101640	2023-11-29 15:29:47	1701268177	D	0.03559	cresco6x150	cresco6x239	cresco6x112	cresco6x082	cresco6x301	cresco6x031	cresco6x319	cresco6x036	cresco6x244	cresco6x268	cresco6x017	cresco6x057	cresco6x179			
889611	IMeCOFT4_nf0_cp576_tnp672_ms31680_double_lby_r1_W8_20231128_101640	2023-11-29 15:35:46	1701268536	D	0.28650	cresco6x150	cresco6x319	cresco6x244	cresco6x112	cresco6x017	cresco6x239	cresco6x268	cresco6x082	cresco6x057	cresco6x036	cresco6x196	cresco6x169	cresco6x321	cresco6x040		
889612	SPKFT4_nf0_cp576_tnp580_ms31680_double_lby_r1_W8_20231128_101640	2023-11-29 15:40:26	1701268816	D	0.03649	cresco6x340	cresco6x194	cresco6x175	cresco6x031	cresco6x179	cresco6x063	cresco6x301	cresco6x299	cresco6x223	cresco6x289	cresco6x196	cresco6x321	cresco6x244			
889613	IMeCOFT4_nf4_cp576_tnp672_ms31680_double_lby_r1_W8_20231128_101640	2023-11-29 15:41:31	1701268882	D	0.28691	cresco6x112	cresco6x150	cresco6x040	cresco6x057	cresco6x017	cresco6x169	cresco6x036	cresco6x319	cresco6x239	cresco6x082	cresco6x268	cresco6x244	cresco6x257	cresco6x270		
889614	SPKFT4_nf4_cp576_tnp580_ms31680_double_lby_r1_W8_20231128_101640	2023-11-29 15:46:08	1701269159	D	0.03527	cresco6x289	cresco6x179	cresco6x031	cresco6x223	cresco6x299	cresco6x321	cresco6x175	cresco6x332	cresco6x063	cresco6x196	cresco6x239	cresco6x257	cresco6x270			
889615	IMeCOFT8_nf0_cp576_tnp768_ms31680_double_lby_r1_W8_20231128_101640	2023-11-29 15:47:04	1701269214	D	0.32893	cresco6x268	cresco6x082	cresco6x057	cresco6x040	cresco6x244	cresco6x112	cresco6x150	cresco6x017	cresco6x169	cresco6x319	cresco6x036	cresco6x270	cresco6x332	cresco6x223	cresco6x299	cresco6x321
889616	SPKFT8_nf0_cp576_tnp584_ms31680_double_lby_r1_W8_20231128_101640	2023-11-29 15:51:44	1701269494	D	0.03610	cresco6x196	cresco6x218	cresco6x212	cresco6x362	cresco6x027	cresco6x240	cresco6x148	cresco6x155	cresco6x082	cresco6x057	cresco6x244	cresco6x017	cresco6x036			
889617	IMeCOFT8_nf8_cp576_tnp768_ms31680_double_lby_r1_W8_20231128_101640	2023-11-29 15:52:48	1701269559	D	0.32753	cresco6x112	cresco6x223	cresco6x150	cresco6x321	cresco6x299	cresco6x040	cresco6x332	cresco6x319	cresco6x270	cresco6x169	cresco6x268	cresco6x250	cresco6x036	cresco6x082	cresco6x240	cresco6x218
889618	SPKFT8_nf8_cp576_tnp584_ms31680_double_lby_r1_W8_20231128_101641	2023-11-29 15:57:19	1701269830	D	0.03645	cresco6x057	cresco6x212	cresco6x244	cresco6x148	cresco6x136	cresco6x017	cresco6x196	cresco6x301	cresco6x340	cresco6x194	cresco6x155	cresco6x362	cresco6x027			
890852	IMeCOFT0_cp400_tnp400_ms36960_single_lbn_r1_W10_20231129_150138	2023-11-29 15:58:34	1701269905	D	0.20717	cresco6x040	cresco6x321	cresco6x299	cresco6x240	cresco6x112	cresco6x223	cresco6x270	cresco6x036	cresco6x082							
890853	SPKFT0_cp400_tnp400_ms36960_single_lbn_r1_W10_20231129_150138	2023-11-29 16:03:40	1701270211	D	0.02327	cresco6x150	cresco6x169	cresco6x332	cresco6x148	cresco6x155	cresco6x301	cresco6x136	cresco6x362	cresco6x027							
890854	IMeCOFT1_nf0_cp400_tnp420_ms36960_single_lbn_r1_W10_20231129_150138	2023-11-29 16:04:42	1701270272	D	0.19882	cresco6x268	cresco6x027	cresco6x332	cresco6x148	cresco6x301	cresco6x362	cresco6x155	cresco6x169	cresco6x136							
890855	SPKFT1_nf0_cp400_tnp401_ms36960_single_lbn_r1_W10_20231129_150139	2023-11-29 16:09:38	1701270568	D	0.02221	cresco6x150	cresco6x155	cresco6x136	cresco6x027	cresco6x362	cresco6x268	cresco6x148	cresco6x301	cresco6x332							
890856	IMeCOFT1_nf1_cp400_tnp420_ms36960_single_lbn_r1_W10_20231129_150139	2023-11-29 16:10:38	1701270629	D	0.19756	cresco6x169	cresco6x332	cresco6x027	cresco6x148	cresco6x136	cresco6x301	cresco6x150	cresco6x155	cresco6x362							
890857	SPKFT1_nf1_cp400_tnp401_ms36960_single_lbn_r1_W10_20231129_150139	2023-11-29 16:15:34	1701270925	D	0.02359	cresco6x031	cresco6x362	cresco6x301	cresco6x169	cresco6x332	cresco6x148	cresco6x155	cresco6x027	cresco6x150							
890858	IMeCOFT2_nf0_cp400_tnp440_ms36960_single_lbn_r1_W10_20231129_150139	2023-11-29 16:17:20	1701271030	D	0.21514	cresco6x136	cresco6x150	cresco6x031	cresco6x027	cresco6x301	cresco6x169	cresco6x362	cresco6x332	cresco6x148	cresco6x155						
890859	SPKFT2_nf0_cp400_tnp402_ms36960_single_lbn_r1_W10_20231129_150139	2023-11-29 16:22:16	1701271327	D	0.02308	cresco6x155	cresco6x031	cresco6x169	cresco6x150	cresco6x136	cresco6x027	cresco6x332	cresco6x148	cresco6x301							
890860	IMeCOFT2_nf2_cp400_tnp440_ms36960_single_lbn_r1_W10_20231129_150139	2023-11-29 16:23:16	1701271387	D	0.21933	cresco6x362	cresco6x208	cresco6x301	cresco6x155	cresco6x332	cresco6x148	cresco6x136	cresco6x169	cresco6x027	cresco6x150						
890861	SPKFT2_nf2_cp400_tnp402_ms36960_single_lbn_r1_W10_20231129_150140	2023-11-29 16:28:22	1701271693	D	0.02170	cresco6x031	cresco6x150	cresco6x169	cresco6x301	cresco6x332	cresco6x362	cresco6x155	cresco6x208	cresco6x027							
890862	IMeCOFT4_nf0_cp400_tnp480_ms36960_single_lbn_r1_W10_20231129_150140	2023-11-29 16:29:22	1701271753	D	0.22847	cresco6x148	cresco6x136	cresco6x027	cresco6x362	cresco6x169	cresco6x155	cresco6x208	cresco6x150	cresco6x031	cresco6x301						
890863	SPKFT4_nf0_cp400_tnp404_ms36960_single_lbn_r1_W10_20231129_150140	2023-11-29 16:34:23	1701272054	D	0.02369	cresco6x332	cresco6x169	cresco6x362	cresco6x148	cresco6x301	cresco6x208	cresco6x155	cresco6x027	cresco6x150							
890864	IMeCOFT4_nf4_cp400_tnp480_ms36960_single_lbn_r1_W10_20231129_150140	2023-11-29 16:35:29	1701272119	D	0.22365	cresco6x031	cresco6x136	cresco6x150	cresco6x148	cresco6x332	cresco6x362	cresco6x169	cresco6x301	cresco6x208	cresco6x155						
890865	SPKFT4_nf4_cp400_tnp404_ms36960_single_lbn_r1_W10_20231129_150140	2023-11-29 16:40:14	1701272405	D	0.02253	cresco6x027	cresco6x148	cresco6x301	cresco6x332	cresco6x169	cresco6x362	cresco6x150	cresco6x208	cresco6x155							
890866	IMeCOFT8_nf0_cp400_tnp560_ms36960_single_lbn_r1_W10_20231129_150140	2023-11-29 16:53:12	1701273183	D	0.26604	cresco6x169	cresco6x155	cresco6x031	cresco6x136	cresco6x148	cresco6x027	cresco6x332	cresco6x301	cresco6x150	cresco6x362	cresco6x208	cresco6x257				
890867	SPKFT8_nf0_cp400_tnp408_ms36960_single_lbn_r1_W10_20231129_150140	2023-11-29 16:58:01	1701273472	D	0.02508	cresco6x301	cresco6x150	cresco6x169	cresco6x155	cresco6x136	cresco6x332	cresco6x362	cresco6x027	cresco6x208							
890868	IMeCOFT8_nf8_cp400_tnp560_ms36960_single_lbn_r1_W10_20231129_150141	2023-11-29 17:14:08	1701274438	D	0.26853	cresco6x150	cresco6x362	cresco6x208	cresco6x136	cresco6x268	cresco6x169	cresco6x027	cresco6x301	cresco6x224	cresco6x148	cresco6x155	cresco6x031				
890869	SPKFT8_nf8_cp400_tnp408_ms36960_single_lbn_r1_W10_20231129_150141	2023-11-29 17:19:09	1701274740	D	0.02355	cresco6x173	cresco6x349	cresco6x031	cresco6x169	cresco6x268	cresco6x155	cresco6x027	cresco6x301	cresco6x150							
890870	IMeCOFT0_cp400_tnp400_ms36960_double_lbn_r1_W10_20231129_150141	2023-11-29 17:20:14	1701274805	D	0.38745	cresco6x148	cresco6x362	cresco6x224	cresco6x136	cresco6x208	cresco6x150	cresco6x301	cresco6x155	cresco6x169							
890871	SPKFT0_cp400_tnp400_ms36960_double_lbn_r1_W10_20231129_150141	2023-11-29 17:29:47	1701275378	D	0.03992	cresco6x173	cresco6x031	cresco6x349	cresco6x332	cresco6x268	cresco6x027	cresco6x169	cresco6x301	cresco6x224							
890872	IMeCOFT1_nf0_cp400_tnp420_ms36960_double_lbn_r1_W10_20231129_150141	2023-11-29 17:31:12	1701275462	D	0.41062	cresco6x150	cresco6x136	cresco6x175	cresco6x179	cresco6x296	cresco6x224	cresco6x027	cresco6x301	cresco6x332							
890873	SPKFT1_nf0_cp400_tnp401_ms36960_double_lbn_r1_W10_20231129_150141	2023-11-29 17:40:45	1701276036	D	0.04002	cresco6x169	cresco6x173	cresco6x349	cresco6x031	cresco6x147	cresco6x268	cresco6x175	cresco6x027	cresco6x296							
890874	IMeCOFT1_nf1_cp400_tnp420_ms36960_double_lbn_r1_W10_20231129_150141	2023-11-29 17:42:10	1701276120	D	0.41570	cresco6x179	cresco6x136	cresco6x224	cresco6x301	cresco6x332	cresco6x150	cresco6x296	cresco6x169	cresco6x268							
890875	SPKFT1_nf1_cp400_tnp401_ms36960_double_lbn_r1_W10_20231129_150142	2023-11-29 17:51:50	1701276700	D	0.03966	cresco6x147	cresco6x031	cresco6x027	cresco6x175	cresco6x362	cresco6x349	cresco6x296	cresco6x136	cresco6x150							
890876	IMeCOFT2_nf0_cp400_tnp440_ms36960_double_lbn_r1_W10_20231129_150142	2023-11-29 17:53:14	1701276785	D	0.43458	cresco6x040	cresco6x240	cresco6x150	cresco6x031	cresco6x027	cresco6x296	cresco6x175	cresco6x349	cresco6x147	cresco6x136						
890877	SPKFT2_nf0_cp400_tnp402_ms36960_double_lbn_r1_W10_20231129_150142	2023-11-29 20:03:03	1701284574	D	0.04239	cresco6x328	cresco6x103	cresco6x191	cresco6x310	cresco6x304	cresco6x240	cresco6x305	cresco6x173	cresco6x070							
890878	IMeCOFT2_nf2_cp400_tnp440_ms36960_double_lbn_r1_W10_20231129_150142	2023-11-29 20:36:19	1701286569	D	0.42909	cresco6x328	cresco6x326	cresco6x020	cresco6x032	cresco6x173	cresco6x174	cresco6x070	cresco6x103	cresco6x304	cresco6x191						
890879	SPKFT2_nf2_cp400_tnp402_ms36960_double_lbn_r1_W10_20231129_150142	2023-11-29 21:09:57	1701288587	D	0.04035	cresco6x020	cresco6x219	cresco6x070	cresco6x238	cresco6x173	cresco6x237	cresco6x174	cresco6x305	cresco6x262							
890880	IMeCOFT4_nf0_cp400_tnp480_ms36960_double_lbn_r1_W10_20231129_150142	2023-11-29 21:15:22	1701288913	D	0.45456	cresco6x305	cresco6x173	cresco6x020	cresco6x238	cresco6x237	cresco6x262	cresco6x219	cresco6x070	cresco6x174	cresco6x285						
890881	SPKFT4_nf0_cp400_tnp404_ms36960_double_lbn_r1_W10_20231129_150142	2023-11-29 21:24:53	1701289483	D	0.04152	cresco6x084	cresco6x238	cresco6x173	cresco6x305	cresco6x174	cresco6x219	cresco6x020	cresco6x070	cresco6x242							
890882	IMeCOFT4_nf4_cp400_tnp480_ms36960_double_lbn_r1_W10_20231129_150143	2023-11-29 21:26:24	1701289574	D	0.45641	cresco6x262	cresco6x285	cresco6x237	cresco6x242	cresco6x020	cresco6x238	cresco6x084	cresco6x305	cresco6x173	cresco6x174						
890883	SPKFT4_nf4_cp400_tnp404_ms36960_double_lbn_r1_W10_20231129_150143	2023-11-29 21:35:50	1701290140	D	0.04133	cresco6x219	cresco6x276	cresco6x070	cresco6x085	cresco6x285	cresco6x238	cresco6x242	cresco6x262	cresco6x237							
890884	IMeCOFT8_nf0_cp400_tnp560_ms36960_double_lbn_r1_W10_20231129_150143	2023-11-29 21:37:20	1701290231	D	0.54234	cresco6x084	cresco6x173	cresco6x174	cresco6x305	cresco6x020	cresco6x237	cresco6x276	cresco6x219	cresco6x242	cresco6x070	cresco6x238	cresco6x262				
890885	SPKFT8_nf0_cp400_tnp408_ms36960_double_lbn_r1_W10_20231129_150143	2023-11-29 21:46:55	1701290806	D	0.04193	cresco6x085	cresco6x271	cresco6x285	cresco6x262	cresco6x305	cresco6x237	cresco6x084	cresco6x238	cresco6x173							
890886	IMeCOFT8_nf8_cp400_tnp560_ms36960_double_lbn_r1_W10_20231129_150143	2023-11-29 21:48:15	1701290885	D	0.55071	cresco6x070	cresco6x276	cresco6x219	cresco6x242	cresco6x020	cresco6x174	cresco6x173	cresco6x237	cresco6x262	cresco6x271	cresco6x085	cresco6x305				
890887	SPKFT8_nf8_cp400_tnp408_ms36960_double_lbn_r1_W10_20231129_150143	2023-11-29 21:57:49	1701291459	D	0.04072	cresco6x138	cresco6x328	cresco6x326	cresco6x023	cresco6x310	cresco6x093	cresco6x070	cresco6x305	cresco6x020							
890888	IMeCOFT0_cp400_tnp400_ms36960_single_lby_r1_W10_20231129_150144	2023-11-29 21:59:18	1701291549	D	0.19399	cresco6x173	cresco6x174	cresco6x271	cresco6x085	cresco6x237	cresco6x276	cresco6x262	cresco6x242	cresco6x191							
890889	SPKFT0_cp400_tnp400_ms36960_single_lby_r1_W10_20231129_150144	2023-11-29 22:03:54	1701291824	D	0.02505	cresco6x023	cresco6x093	cresco6x020	cresco6x310	cresco6x326	cresco6x305	cresco6x138	cresco6x328	cresco6x070							
890890	IMeCOFT1_nf0_cp400_tnp420_ms36960_single_lby_r1_W10_20231129_150144	2023-11-29 22:04:49	1701291879	D	0.19771	cresco6x262	cresco6x237	cresco6x085	cresco6x276	cresco6x242	cresco6x174	cresco6x173	cresco6x191	cresco6x271							
890891	SPKFT1_nf0_cp400_tnp401_ms36960_single_lby_r1_W10_20231129_150144	2023-11-29 22:09:40	1701292170	D	0.02279	cresco6x310	cresco6x020	cresco6x326	cresco6x138	cresco6x305	cresco6x328	cresco6x070	cresco6x023	cresco6x093							
890892	IMeCOFT1_nf1_cp400_tnp420_ms36960_single_lby_r1_W10_20231129_150144	2023-11-29 22:10:37	1701292227	D	0.21646	cresco6x237	cresco6x262	cresco6x085	cresco6x174	cresco6x210	cresco6x048	cresco6x173	cresco6x276	cresco6x271							
890893	SPKFT1_nf1_cp400_tnp401_ms36960_single_lby_r1_W10_20231129_150144	2023-11-29 22:15:57	1701292547	D	0.02236	cresco6x305	cresco6x326	cresco6x023	cresco6x242	cresco6x310	cresco6x070	cresco6x093	cresco6x020	cresco6x191							
890894	IMeCOFT2_nf0_cp400_tnp440_ms36960_single_lby_r1_W10_20231129_150144	2023-11-29 22:16:52	1701292602	D	0.19586	cresco6x138	cresco6x328	cresco6x274	cresco6x317	cresco6x125	cresco6x213	cresco6x271	cresco6x210	cresco6x048	cresco6x237						
890895	SPKFT2_nf0_cp400_tnp402_ms36960_single_lby_r1_W10_20231129_150145	2023-11-29 22:21:18	1701292868	D	0.02119	cresco6x310	cresco6x173	cresco6x020	cresco6x070	cresco6x093	cresco6x326	cresco6x191	cresco6x276	cresco6x305							
890896	IMeCOFT2_nf2_cp400_tnp440_ms36960_single_lby_r1_W10_20231129_150145	2023-11-29 22:22:13	1701292924	D	0.19447	cresco6x023	cresco6x219	cresco6x085	cresco6x174	cresco6x242	cresco6x237	cresco6x125	cresco6x317	cresco6x138	cresco6x213						
890897	SPKFT2_nf2_cp400_tnp402_ms36960_single_lby_r1_W10_20231129_150145	2023-11-29 22:26:34	1701293185	D	0.02259	cresco6x304	cresco6x326	cresco6x173	cresco6x191	cresco6x093	cresco6x240	cresco6x305	cresco6x276	cresco6x103							
890898	IMeCOFT4_nf0_cp400_tnp480_ms36960_single_lby_r1_W10_20231129_150145	2023-11-29 22:27:40	1701293250	D	0.22220	cresco6x310	cresco6x084	cresco6x020	cresco6x290	cresco6x032	cresco6x085	cresco6x237	cresco6x023	cresco6x070	cresco6x317						
890899	SPKFT4_nf0_cp400_tnp404_ms36960_single_lby_r1_W10_20231129_150145	2023-11-29 22:32:34	1701293545	D	0.02354	cresco6x276	cresco6x125	cresco6x326	cresco6x174	cresco6x240	cresco6x093	cresco6x219	cresco6x103	cresco6x173							
890900	IMeCOFT4_nf4_cp400_tnp480_ms36960_single_lby_r1_W10_20231129_150145	2023-11-29 22:33:29	1701293600	D	0.22464	cresco6x191	cresco6x304	cresco6x242	cresco6x138	cresco6x305	cresco6x213	cresco6x084	cresco6x290	cresco6x070	cresco6x310						
890901	SPKFT4_nf4_cp400_tnp404_ms36960_single_lby_r1_W10_20231129_150145	2023-11-29 22:38:29	1701293900	D	0.02047	cresco6x173	cresco6x020	cresco6x032	cresco6x240	cresco6x276	cresco6x093	cresco6x317	cresco6x085	cresco6x174							
