ALGORITHM  PRECISION  FT  NF  CPROCS  SPROCS  TPROCS  MATSIZE NODES  FL  FR  SPK-CP  BKF  SBAL  NxSOCK  R   WT   JOB_NAME                                                                                            
SPKft      single     8   8   256     8       264     5280    6      2   2   2640    22   N     -       1   3    SPKFT8_nf8_cp256_tnp264_ms5280_single_lbn_r1_W3_20231123_005014                                     
IMeCO      double     -   -   256     0       256     5280    6      -   -   -       -    N     -       1   3    IMeCOFT0_cp256_tnp256_ms5280_double_lbn_r1_W3_20231123_005014                                       
SPK        double     -   -   256     0       256     5280    6      -   -   -       -    N     -       1   3    SPKFT0_cp256_tnp256_ms5280_double_lbn_r1_W3_20231123_005014                                         
IMeCOft    double     1   0   256     16      272     5280    6      2   2   -       -    N     -       1   3    IMeCOFT1_nf0_cp256_tnp272_ms5280_double_lbn_r1_W3_20231123_005015                                   
SPKft      double     1   0   256     1       257     5280    6      2   2   2640    22   N     -       1   3    SPKFT1_nf0_cp256_tnp257_ms5280_double_lbn_r1_W3_20231123_005015                                     
IMeCOft    double     1   1   256     16      272     5280    6      2   2   -       -    N     -       1   3    IMeCOFT1_nf1_cp256_tnp272_ms5280_double_lbn_r1_W3_20231123_005015                                   
SPKft      double     1   1   256     1       257     5280    6      2   2   2640    22   N     -       1   3    SPKFT1_nf1_cp256_tnp257_ms5280_double_lbn_r1_W3_20231123_005015                                     
IMeCOft    double     2   0   256     32      288     5280    6      2   2   -       -    N     -       1   3    IMeCOFT2_nf0_cp256_tnp288_ms5280_double_lbn_r1_W3_20231123_005015                                   
SPKft      double     2   0   256     2       258     5280    6      2   2   2640    22   N     -       1   3    SPKFT2_nf0_cp256_tnp258_ms5280_double_lbn_r1_W3_20231123_005015                                     
IMeCOft    double     2   2   256     32      288     5280    6      2   2   -       -    N     -       1   3    IMeCOFT2_nf2_cp256_tnp288_ms5280_double_lbn_r1_W3_20231123_005015                                   
SPKft      double     2   2   256     2       258     5280    6      2   2   2640    22   N     -       1   3    SPKFT2_nf2_cp256_tnp258_ms5280_double_lbn_r1_W3_20231123_005015                                     
IMeCOft    double     4   0   256     64      320     5280    7      2   2   -       -    N     -       1   3    IMeCOFT4_nf0_cp256_tnp320_ms5280_double_lbn_r1_W3_20231123_005016                                   
SPKft      double     4   0   256     4       260     5280    6      2   2   2640    22   N     -       1   3    SPKFT4_nf0_cp256_tnp260_ms5280_double_lbn_r1_W3_20231123_005016                                     
IMeCOft    double     4   4   256     64      320     5280    7      2   2   -       -    N     -       1   3    IMeCOFT4_nf4_cp256_tnp320_ms5280_double_lbn_r1_W3_20231123_005016                                   
SPKft      double     4   4   256     4       260     5280    6      2   2   2640    22   N     -       1   3    SPKFT4_nf4_cp256_tnp260_ms5280_double_lbn_r1_W3_20231123_005016                                     
IMeCOft    double     8   0   256     128     384     5280    8      2   2   -       -    N     -       1   3    IMeCOFT8_nf0_cp256_tnp384_ms5280_double_lbn_r1_W3_20231123_005016                                   
SPKft      double     8   0   256     8       264     5280    6      2   2   2640    22   N     -       1   3    SPKFT8_nf0_cp256_tnp264_ms5280_double_lbn_r1_W3_20231123_005016                                     
IMeCOft    double     8   8   256     128     384     5280    8      2   2   -       -    N     -       1   3    IMeCOFT8_nf8_cp256_tnp384_ms5280_double_lbn_r1_W3_20231123_005016                                   
SPKft      double     8   8   256     8       264     5280    6      2   2   2640    22   N     -       1   3    SPKFT8_nf8_cp256_tnp264_ms5280_double_lbn_r1_W3_20231123_005016                                     
IMeCO      single     -   -   256     0       256     5280    6      -   -   -       -    Y     22      1   3    IMeCOFT0_cp256_tnp256_ms5280_single_lby_r1_W3_20231123_005017                                       
SPK        single     -   -   256     0       256     5280    6      -   -   -       -    Y     22      1   3    SPKFT0_cp256_tnp256_ms5280_single_lby_r1_W3_20231123_005017                                         
IMeCOft    single     1   0   256     16      272     5280    6      2   2   -       -    Y     23      1   3    IMeCOFT1_nf0_cp256_tnp272_ms5280_single_lby_r1_W3_20231123_005017                                   
SPKft      single     1   0   256     1       257     5280    6      2   2   2640    22   Y     22      1   3    SPKFT1_nf0_cp256_tnp257_ms5280_single_lby_r1_W3_20231123_005017                                     
IMeCOft    single     1   1   256     16      272     5280    6      2   2   -       -    Y     23      1   3    IMeCOFT1_nf1_cp256_tnp272_ms5280_single_lby_r1_W3_20231123_005017                                   
SPKft      single     1   1   256     1       257     5280    6      2   2   2640    22   Y     22      1   3    SPKFT1_nf1_cp256_tnp257_ms5280_single_lby_r1_W3_20231123_005017                                     
IMeCOft    single     2   0   256     32      288     5280    6      2   2   -       -    Y     24      1   3    IMeCOFT2_nf0_cp256_tnp288_ms5280_single_lby_r1_W3_20231123_005017                                   
SPKft      single     2   0   256     2       258     5280    6      2   2   2640    22   Y     22      1   3    SPKFT2_nf0_cp256_tnp258_ms5280_single_lby_r1_W3_20231123_005017                                     
IMeCOft    single     2   2   256     32      288     5280    6      2   2   -       -    Y     24      1   3    IMeCOFT2_nf2_cp256_tnp288_ms5280_single_lby_r1_W3_20231123_005017                                   
SPKft      single     2   2   256     2       258     5280    6      2   2   2640    22   Y     22      1   3    SPKFT2_nf2_cp256_tnp258_ms5280_single_lby_r1_W3_20231123_005018                                     
IMeCOft    single     4   0   256     64      320     5280    7      2   2   -       -    Y     23      1   3    IMeCOFT4_nf0_cp256_tnp320_ms5280_single_lby_r1_W3_20231123_005018                                   
SPKft      single     4   0   256     4       260     5280    6      2   2   2640    22   Y     22      1   3    SPKFT4_nf0_cp256_tnp260_ms5280_single_lby_r1_W3_20231123_005018                                     
IMeCOft    single     4   4   256     64      320     5280    7      2   2   -       -    Y     23      1   3    IMeCOFT4_nf4_cp256_tnp320_ms5280_single_lby_r1_W3_20231123_005018                                   
SPKft      single     4   4   256     4       260     5280    6      2   2   2640    22   Y     22      1   3    SPKFT4_nf4_cp256_tnp260_ms5280_single_lby_r1_W3_20231123_005018                                     
IMeCOft    single     8   0   256     128     384     5280    8      2   2   -       -    Y     24      1   3    IMeCOFT8_nf0_cp256_tnp384_ms5280_single_lby_r1_W3_20231123_005018                                   
SPKft      single     8   0   256     8       264     5280    6      2   2   2640    22   Y     22      1   3    SPKFT8_nf0_cp256_tnp264_ms5280_single_lby_r1_W3_20231123_005018                                     
IMeCOft    single     8   8   256     128     384     5280    8      2   2   -       -    Y     24      1   3    IMeCOFT8_nf8_cp256_tnp384_ms5280_single_lby_r1_W3_20231123_005018                                   
SPKft      single     8   8   256     8       264     5280    6      2   2   2640    22   Y     22      1   3    SPKFT8_nf8_cp256_tnp264_ms5280_single_lby_r1_W3_20231123_005019                                     
IMeCO      double     -   -   256     0       256     5280    6      -   -   -       -    Y     22      1   3    IMeCOFT0_cp256_tnp256_ms5280_double_lby_r1_W3_20231123_005019                                       
SPK        double     -   -   256     0       256     5280    6      -   -   -       -    Y     22      1   3    SPKFT0_cp256_tnp256_ms5280_double_lby_r1_W3_20231123_005019                                         
IMeCOft    double     1   0   256     16      272     5280    6      2   2   -       -    Y     23      1   3    IMeCOFT1_nf0_cp256_tnp272_ms5280_double_lby_r1_W3_20231123_005019                                   
SPKft      double     1   0   256     1       257     5280    6      2   2   2640    22   Y     22      1   3    SPKFT1_nf0_cp256_tnp257_ms5280_double_lby_r1_W3_20231123_005019                                     
IMeCOft    double     1   1   256     16      272     5280    6      2   2   -       -    Y     23      1   3    IMeCOFT1_nf1_cp256_tnp272_ms5280_double_lby_r1_W3_20231123_005019                                   
SPKft      double     1   1   256     1       257     5280    6      2   2   2640    22   Y     22      1   3    SPKFT1_nf1_cp256_tnp257_ms5280_double_lby_r1_W3_20231123_005019                                     
IMeCOft    double     2   0   256     32      288     5280    6      2   2   -       -    Y     24      1   3    IMeCOFT2_nf0_cp256_tnp288_ms5280_double_lby_r1_W3_20231123_005020                                   
SPKft      double     2   0   256     2       258     5280    6      2   2   2640    22   Y     22      1   3    SPKFT2_nf0_cp256_tnp258_ms5280_double_lby_r1_W3_20231123_005020                                     
IMeCOft    double     2   2   256     32      288     5280    6      2   2   -       -    Y     24      1   3    IMeCOFT2_nf2_cp256_tnp288_ms5280_double_lby_r1_W3_20231123_005020                                   
SPKft      double     2   2   256     2       258     5280    6      2   2   2640    22   Y     22      1   3    SPKFT2_nf2_cp256_tnp258_ms5280_double_lby_r1_W3_20231123_005020                                     
IMeCOft    double     4   0   256     64      320     5280    7      2   2   -       -    Y     23      1   3    IMeCOFT4_nf0_cp256_tnp320_ms5280_double_lby_r1_W3_20231123_005020                                   
SPKft      double     4   0   256     4       260     5280    6      2   2   2640    22   Y     22      1   3    SPKFT4_nf0_cp256_tnp260_ms5280_double_lby_r1_W3_20231123_005020                                     
IMeCOft    double     4   4   256     64      320     5280    7      2   2   -       -    Y     23      1   3    IMeCOFT4_nf4_cp256_tnp320_ms5280_double_lby_r1_W3_20231123_005020                                   
SPKft      double     4   4   256     4       260     5280    6      2   2   2640    22   Y     22      1   3    SPKFT4_nf4_cp256_tnp260_ms5280_double_lby_r1_W3_20231123_005020                                     
IMeCOft    double     8   0   256     128     384     5280    8      2   2   -       -    Y     24      1   3    IMeCOFT8_nf0_cp256_tnp384_ms5280_double_lby_r1_W3_20231123_005020                                   
SPKft      double     8   0   256     8       264     5280    6      2   2   2640    22   Y     22      1   3    SPKFT8_nf0_cp256_tnp264_ms5280_double_lby_r1_W3_20231123_005021                                     
IMeCOft    double     8   8   256     128     384     5280    8      2   2   -       -    Y     24      1   3    IMeCOFT8_nf8_cp256_tnp384_ms5280_double_lby_r1_W3_20231123_005021                                   
SPKft      double     8   8   256     8       264     5280    6      2   2   2640    22   Y     22      1   3    SPKFT8_nf8_cp256_tnp264_ms5280_double_lby_r1_W3_20231123_005021                                     
IMeCO      single     -   -   256     0       256     10560   6      -   -   -       -    N     -       1   3    IMeCOFT0_cp256_tnp256_ms10560_single_lbn_r1_W3_20231123_005021                                      
SPK        single     -   -   256     0       256     10560   6      -   -   -       -    N     -       1   3    SPKFT0_cp256_tnp256_ms10560_single_lbn_r1_W3_20231123_005021                                        
IMeCOft    single     1   0   256     16      272     10560   6      2   2   -       -    N     -       1   3    IMeCOFT1_nf0_cp256_tnp272_ms10560_single_lbn_r1_W3_20231123_005021                                  
SPKft      single     1   0   256     1       257     10560   6      2   2   5280    22   N     -       1   3    SPKFT1_nf0_cp256_tnp257_ms10560_single_lbn_r1_W3_20231123_005021                                    
IMeCOft    single     1   1   256     16      272     10560   6      2   2   -       -    N     -       1   3    IMeCOFT1_nf1_cp256_tnp272_ms10560_single_lbn_r1_W3_20231123_005021                                  
SPKft      single     1   1   256     1       257     10560   6      2   2   5280    22   N     -       1   3    SPKFT1_nf1_cp256_tnp257_ms10560_single_lbn_r1_W3_20231123_005022                                    
IMeCOft    single     2   0   256     32      288     10560   6      2   2   -       -    N     -       1   3    IMeCOFT2_nf0_cp256_tnp288_ms10560_single_lbn_r1_W3_20231123_005022                                  
SPKft      single     2   0   256     2       258     10560   6      2   2   5280    22   N     -       1   3    SPKFT2_nf0_cp256_tnp258_ms10560_single_lbn_r1_W3_20231123_005022                                    
IMeCOft    single     2   2   256     32      288     10560   6      2   2   -       -    N     -       1   3    IMeCOFT2_nf2_cp256_tnp288_ms10560_single_lbn_r1_W3_20231123_005022                                  
SPKft      single     2   2   256     2       258     10560   6      2   2   5280    22   N     -       1   3    SPKFT2_nf2_cp256_tnp258_ms10560_single_lbn_r1_W3_20231123_005022                                    
IMeCOft    single     4   0   256     64      320     10560   7      2   2   -       -    N     -       1   3    IMeCOFT4_nf0_cp256_tnp320_ms10560_single_lbn_r1_W3_20231123_005022                                  
SPKft      single     4   0   256     4       260     10560   6      2   2   5280    22   N     -       1   3    SPKFT4_nf0_cp256_tnp260_ms10560_single_lbn_r1_W3_20231123_005022                                    
IMeCOft    single     4   4   256     64      320     10560   7      2   2   -       -    N     -       1   3    IMeCOFT4_nf4_cp256_tnp320_ms10560_single_lbn_r1_W3_20231123_005022                                  
SPKft      single     4   4   256     4       260     10560   6      2   2   5280    22   N     -       1   3    SPKFT4_nf4_cp256_tnp260_ms10560_single_lbn_r1_W3_20231123_005022                                    
IMeCOft    single     8   0   256     128     384     10560   8      2   2   -       -    N     -       1   3    IMeCOFT8_nf0_cp256_tnp384_ms10560_single_lbn_r1_W3_20231123_005023                                  
SPKft      single     8   0   256     8       264     10560   6      2   2   5280    22   N     -       1   3    SPKFT8_nf0_cp256_tnp264_ms10560_single_lbn_r1_W3_20231123_005023                                    
IMeCOft    single     8   8   256     128     384     10560   8      2   2   -       -    N     -       1   3    IMeCOFT8_nf8_cp256_tnp384_ms10560_single_lbn_r1_W3_20231123_005023                                  
SPKft      single     8   8   256     8       264     10560   6      2   2   5280    22   N     -       1   3    SPKFT8_nf8_cp256_tnp264_ms10560_single_lbn_r1_W3_20231123_005023                                    
IMeCO      double     -   -   256     0       256     10560   6      -   -   -       -    N     -       1   3    IMeCOFT0_cp256_tnp256_ms10560_double_lbn_r1_W3_20231123_005023                                      
SPK        double     -   -   256     0       256     10560   6      -   -   -       -    N     -       1   3    SPKFT0_cp256_tnp256_ms10560_double_lbn_r1_W3_20231123_005023                                        
IMeCOft    double     1   0   256     16      272     10560   6      2   2   -       -    N     -       1   3    IMeCOFT1_nf0_cp256_tnp272_ms10560_double_lbn_r1_W3_20231123_005023                                  
SPKft      double     1   0   256     1       257     10560   6      2   2   5280    22   N     -       1   3    SPKFT1_nf0_cp256_tnp257_ms10560_double_lbn_r1_W3_20231123_005023                                    
IMeCOft    double     1   1   256     16      272     10560   6      2   2   -       -    N     -       1   3    IMeCOFT1_nf1_cp256_tnp272_ms10560_double_lbn_r1_W3_20231123_005024                                  
SPKft      double     1   1   256     1       257     10560   6      2   2   5280    22   N     -       1   3    SPKFT1_nf1_cp256_tnp257_ms10560_double_lbn_r1_W3_20231123_005024                                    
IMeCOft    double     2   0   256     32      288     10560   6      2   2   -       -    N     -       1   3    IMeCOFT2_nf0_cp256_tnp288_ms10560_double_lbn_r1_W3_20231123_005024                                  
SPKft      double     2   0   256     2       258     10560   6      2   2   5280    22   N     -       1   3    SPKFT2_nf0_cp256_tnp258_ms10560_double_lbn_r1_W3_20231123_005024                                    
IMeCOft    double     2   2   256     32      288     10560   6      2   2   -       -    N     -       1   3    IMeCOFT2_nf2_cp256_tnp288_ms10560_double_lbn_r1_W3_20231123_005024                                  
SPKft      double     2   2   256     2       258     10560   6      2   2   5280    22   N     -       1   3    SPKFT2_nf2_cp256_tnp258_ms10560_double_lbn_r1_W3_20231123_005024                                    
IMeCOft    double     4   0   256     64      320     10560   7      2   2   -       -    N     -       1   3    IMeCOFT4_nf0_cp256_tnp320_ms10560_double_lbn_r1_W3_20231123_005024                                  
SPKft      double     4   0   256     4       260     10560   6      2   2   5280    22   N     -       1   3    SPKFT4_nf0_cp256_tnp260_ms10560_double_lbn_r1_W3_20231123_005024                                    
IMeCOft    double     4   4   256     64      320     10560   7      2   2   -       -    N     -       1   3    IMeCOFT4_nf4_cp256_tnp320_ms10560_double_lbn_r1_W3_20231123_005025                                  
SPKft      double     4   4   256     4       260     10560   6      2   2   5280    22   N     -       1   3    SPKFT4_nf4_cp256_tnp260_ms10560_double_lbn_r1_W3_20231123_005025                                    
IMeCOft    double     8   0   256     128     384     10560   8      2   2   -       -    N     -       1   3    IMeCOFT8_nf0_cp256_tnp384_ms10560_double_lbn_r1_W3_20231123_005025                                  
SPKft      double     8   0   256     8       264     10560   6      2   2   5280    22   N     -       1   3    SPKFT8_nf0_cp256_tnp264_ms10560_double_lbn_r1_W3_20231123_005025                                    
IMeCOft    double     8   8   256     128     384     10560   8      2   2   -       -    N     -       1   3    IMeCOFT8_nf8_cp256_tnp384_ms10560_double_lbn_r1_W3_20231123_005025                                  
SPKft      double     8   8   256     8       264     10560   6      2   2   5280    22   N     -       1   3    SPKFT8_nf8_cp256_tnp264_ms10560_double_lbn_r1_W3_20231123_005025                                    
IMeCO      single     -   -   256     0       256     10560   6      -   -   -       -    Y     22      1   3    IMeCOFT0_cp256_tnp256_ms10560_single_lby_r1_W3_20231123_005025                                      
SPK        single     -   -   256     0       256     10560   6      -   -   -       -    Y     22      1   3    SPKFT0_cp256_tnp256_ms10560_single_lby_r1_W3_20231123_005025                                        
IMeCOft    single     1   0   256     16      272     10560   6      2   2   -       -    Y     23      1   3    IMeCOFT1_nf0_cp256_tnp272_ms10560_single_lby_r1_W3_20231123_005026                                  
SPKft      single     1   0   256     1       257     10560   6      2   2   5280    22   Y     22      1   3    SPKFT1_nf0_cp256_tnp257_ms10560_single_lby_r1_W3_20231123_005026                                    
IMeCOft    single     1   1   256     16      272     10560   6      2   2   -       -    Y     23      1   3    IMeCOFT1_nf1_cp256_tnp272_ms10560_single_lby_r1_W3_20231123_005026                                  
SPKft      single     1   1   256     1       257     10560   6      2   2   5280    22   Y     22      1   3    SPKFT1_nf1_cp256_tnp257_ms10560_single_lby_r1_W3_20231123_005026                                    
IMeCOft    single     2   0   256     32      288     10560   6      2   2   -       -    Y     24      1   3    IMeCOFT2_nf0_cp256_tnp288_ms10560_single_lby_r1_W3_20231123_005026                                  
SPKft      single     2   0   256     2       258     10560   6      2   2   5280    22   Y     22      1   3    SPKFT2_nf0_cp256_tnp258_ms10560_single_lby_r1_W3_20231123_005026                                    
IMeCOft    single     2   2   256     32      288     10560   6      2   2   -       -    Y     24      1   3    IMeCOFT2_nf2_cp256_tnp288_ms10560_single_lby_r1_W3_20231123_005026                                  
SPKft      single     2   2   256     2       258     10560   6      2   2   5280    22   Y     22      1   3    SPKFT2_nf2_cp256_tnp258_ms10560_single_lby_r1_W3_20231123_005026                                    
IMeCOft    single     4   0   256     64      320     10560   7      2   2   -       -    Y     23      1   3    IMeCOFT4_nf0_cp256_tnp320_ms10560_single_lby_r1_W3_20231123_005026                                  
SPKft      single     4   0   256     4       260     10560   6      2   2   5280    22   Y     22      1   3    SPKFT4_nf0_cp256_tnp260_ms10560_single_lby_r1_W3_20231123_005027                                    
IMeCOft    single     4   4   256     64      320     10560   7      2   2   -       -    Y     23      1   3    IMeCOFT4_nf4_cp256_tnp320_ms10560_single_lby_r1_W3_20231123_005027                                  
SPKft      single     4   4   256     4       260     10560   6      2   2   5280    22   Y     22      1   3    SPKFT4_nf4_cp256_tnp260_ms10560_single_lby_r1_W3_20231123_005027                                    
IMeCOft    single     8   0   256     128     384     10560   8      2   2   -       -    Y     24      1   3    IMeCOFT8_nf0_cp256_tnp384_ms10560_single_lby_r1_W3_20231123_005027                                  
SPKft      single     8   0   256     8       264     10560   6      2   2   5280    22   Y     22      1   3    SPKFT8_nf0_cp256_tnp264_ms10560_single_lby_r1_W3_20231123_005027                                    
IMeCOft    single     8   8   256     128     384     10560   8      2   2   -       -    Y     24      1   3    IMeCOFT8_nf8_cp256_tnp384_ms10560_single_lby_r1_W3_20231123_005027                                  
SPKft      single     8   8   256     8       264     10560   6      2   2   5280    22   Y     22      1   3    SPKFT8_nf8_cp256_tnp264_ms10560_single_lby_r1_W3_20231123_005027                                    
IMeCO      double     -   -   256     0       256     10560   6      -   -   -       -    Y     22      1   3    IMeCOFT0_cp256_tnp256_ms10560_double_lby_r1_W3_20231123_005027                                      
SPK        double     -   -   256     0       256     10560   6      -   -   -       -    Y     22      1   3    SPKFT0_cp256_tnp256_ms10560_double_lby_r1_W3_20231123_005028                                        
IMeCOft    double     1   0   256     16      272     10560   6      2   2   -       -    Y     23      1   3    IMeCOFT1_nf0_cp256_tnp272_ms10560_double_lby_r1_W3_20231123_005028                                  
SPKft      double     1   0   256     1       257     10560   6      2   2   5280    22   Y     22      1   3    SPKFT1_nf0_cp256_tnp257_ms10560_double_lby_r1_W3_20231123_005028                                    
IMeCOft    double     1   1   256     16      272     10560   6      2   2   -       -    Y     23      1   3    IMeCOFT1_nf1_cp256_tnp272_ms10560_double_lby_r1_W3_20231123_005028                                  
SPKft      double     1   1   256     1       257     10560   6      2   2   5280    22   Y     22      1   3    SPKFT1_nf1_cp256_tnp257_ms10560_double_lby_r1_W3_20231123_005028                                    
IMeCOft    double     2   0   256     32      288     10560   6      2   2   -       -    Y     24      1   3    IMeCOFT2_nf0_cp256_tnp288_ms10560_double_lby_r1_W3_20231123_005028                                  
SPKft      double     2   0   256     2       258     10560   6      2   2   5280    22   Y     22      1   3    SPKFT2_nf0_cp256_tnp258_ms10560_double_lby_r1_W3_20231123_005028                                    
IMeCOft    double     2   2   256     32      288     10560   6      2   2   -       -    Y     24      1   3    IMeCOFT2_nf2_cp256_tnp288_ms10560_double_lby_r1_W3_20231123_005028                                  
SPKft      double     2   2   256     2       258     10560   6      2   2   5280    22   Y     22      1   3    SPKFT2_nf2_cp256_tnp258_ms10560_double_lby_r1_W3_20231123_005028                                    
IMeCOft    double     4   0   256     64      320     10560   7      2   2   -       -    Y     23      1   3    IMeCOFT4_nf0_cp256_tnp320_ms10560_double_lby_r1_W3_20231123_005029                                  
SPKft      double     4   0   256     4       260     10560   6      2   2   5280    22   Y     22      1   3    SPKFT4_nf0_cp256_tnp260_ms10560_double_lby_r1_W3_20231123_005029                                    
IMeCOft    double     4   4   256     64      320     10560   7      2   2   -       -    Y     23      1   3    IMeCOFT4_nf4_cp256_tnp320_ms10560_double_lby_r1_W3_20231123_005029                                  
SPKft      double     4   4   256     4       260     10560   6      2   2   5280    22   Y     22      1   3    SPKFT4_nf4_cp256_tnp260_ms10560_double_lby_r1_W3_20231123_005029                                    
IMeCOft    double     8   0   256     128     384     10560   8      2   2   -       -    Y     24      1   3    IMeCOFT8_nf0_cp256_tnp384_ms10560_double_lby_r1_W3_20231123_005029                                  
SPKft      double     8   0   256     8       264     10560   6      2   2   5280    22   Y     22      1   3    SPKFT8_nf0_cp256_tnp264_ms10560_double_lby_r1_W3_20231123_005029                                    
IMeCOft    double     8   8   256     128     384     10560   8      2   2   -       -    Y     24      1   3    IMeCOFT8_nf8_cp256_tnp384_ms10560_double_lby_r1_W3_20231123_005029                                  
SPKft      double     8   8   256     8       264     10560   6      2   2   5280    22   Y     22      1   3    SPKFT8_nf8_cp256_tnp264_ms10560_double_lby_r1_W3_20231123_005030                                    
IMeCO      single     -   -   256     0       256     15840   6      -   -   -       -    N     -       1   3    IMeCOFT0_cp256_tnp256_ms15840_single_lbn_r1_W3_20231123_005030                                      
SPK        single     -   -   256     0       256     15840   6      -   -   -       -    N     -       1   3    SPKFT0_cp256_tnp256_ms15840_single_lbn_r1_W3_20231123_005030                                        
IMeCOft    single     1   0   256     16      272     15840   6      2   2   -       -    N     -       1   3    IMeCOFT1_nf0_cp256_tnp272_ms15840_single_lbn_r1_W3_20231123_005030                                  
SPKft      single     1   0   256     1       257     15840   6      2   2   7920    22   N     -       1   3    SPKFT1_nf0_cp256_tnp257_ms15840_single_lbn_r1_W3_20231123_005030                                    
IMeCOft    single     1   1   256     16      272     15840   6      2   2   -       -    N     -       1   3    IMeCOFT1_nf1_cp256_tnp272_ms15840_single_lbn_r1_W3_20231123_005030                                  
SPKft      single     1   1   256     1       257     15840   6      2   2   7920    22   N     -       1   3    SPKFT1_nf1_cp256_tnp257_ms15840_single_lbn_r1_W3_20231123_005030                                    
IMeCOft    single     2   0   256     32      288     15840   6      2   2   -       -    N     -       1   3    IMeCOFT2_nf0_cp256_tnp288_ms15840_single_lbn_r1_W3_20231123_005030                                  
SPKft      single     2   0   256     2       258     15840   6      2   2   7920    22   N     -       1   3    SPKFT2_nf0_cp256_tnp258_ms15840_single_lbn_r1_W3_20231123_005030                                    
IMeCOft    single     2   2   256     32      288     15840   6      2   2   -       -    N     -       1   3    IMeCOFT2_nf2_cp256_tnp288_ms15840_single_lbn_r1_W3_20231123_005031                                  
SPKft      single     2   2   256     2       258     15840   6      2   2   7920    22   N     -       1   3    SPKFT2_nf2_cp256_tnp258_ms15840_single_lbn_r1_W3_20231123_005031                                    
IMeCOft    single     4   0   256     64      320     15840   7      2   2   -       -    N     -       1   3    IMeCOFT4_nf0_cp256_tnp320_ms15840_single_lbn_r1_W3_20231123_005031                                  
SPKft      single     4   0   256     4       260     15840   6      2   2   7920    22   N     -       1   3    SPKFT4_nf0_cp256_tnp260_ms15840_single_lbn_r1_W3_20231123_005031                                    
IMeCOft    single     4   4   256     64      320     15840   7      2   2   -       -    N     -       1   3    IMeCOFT4_nf4_cp256_tnp320_ms15840_single_lbn_r1_W3_20231123_005031                                  
SPKft      single     4   4   256     4       260     15840   6      2   2   7920    22   N     -       1   3    SPKFT4_nf4_cp256_tnp260_ms15840_single_lbn_r1_W3_20231123_005031                                    
