jobid,jobname,start_ts,end_ts,nodes,condition_n,error_code,runtime,init_and_call_runtime,call_runtime,algorithm,fault_tolerance,fault_happened,computing_proc,total_proc,matrix_size,precision,balanced,repetition,req_whole_time,number_of_nodes,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13,node14,node15,node16
891520,SPKFT2_nf0_cp484_tnp486_ms42240_single_lby_r1_W15_20231130_023615,1701496816,1701496863,48*cresco6x171:48*cresco6x186:48*cresco6x010:48*cresco6x016:48*cresco6x020:48*cresco6x031:48*cresco6x051:48*cresco6x241:48*cresco6x261:48*cresco6x046:48*cresco6x302,1,0,47,27,19,SPK,2,0,484,486,42240,single,y,1,15,11,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0
891521,IMeCOFT2_nf2_cp484_tnp528_ms42240_single_lby_r1_W15_20231130_023615,1701496886,1701497220,48*cresco6x319:48*cresco6x057:48*cresco6x272:48*cresco6x128:48*cresco6x228:48*cresco6x340:48*cresco6x271:48*cresco6x056:48*cresco6x285:48*cresco6x114:48*cresco6x080,1,0,334,320,317,IMeCO,2,2,484,528,42240,single,y,1,15,11,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0
891522,SPKFT2_nf2_cp484_tnp486_ms42240_single_lby_r1_W15_20231130_023615,1701497247,1701497292,48*cresco6x163:48*cresco6x186:48*cresco6x010:48*cresco6x016:48*cresco6x064:48*cresco6x046:48*cresco6x302:48*cresco6x142:48*cresco6x062:48*cresco6x120:48*cresco6x241,1,-99,45,27,19,SPK,2,2,484,486,42240,single,y,1,15,11,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0
891523,IMeCOFT4_nf0_cp484_tnp572_ms42240_single_lby_r1_W15_20231130_023615,1701497317,1701497654,48*cresco6x106:48*cresco6x031:48*cresco6x261:48*cresco6x362:48*cresco6x286:48*cresco6x195:48*cresco6x240:48*cresco6x196:48*cresco6x325:48*cresco6x088:48*cresco6x332:48*cresco6x051,1,0,337,325,322,IMeCO,4,0,484,572,42240,single,y,1,15,12,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0
891524,SPKFT4_nf0_cp484_tnp488_ms42240_single_lby_r1_W15_20231130_023615,1701497679,1701497721,48*cresco6x285:48*cresco6x163:48*cresco6x010:48*cresco6x340:48*cresco6x016:48*cresco6x198:48*cresco6x062:48*cresco6x241:48*cresco6x272:48*cresco6x142:48*cresco6x302,1,0,42,27,20,SPK,4,0,484,488,42240,single,y,1,15,11,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0
891525,IMeCOFT4_nf4_cp484_tnp572_ms42240_single_lby_r1_W15_20231130_023616,1701497745,1701498081,48*cresco6x271:48*cresco6x120:48*cresco6x011:48*cresco6x032:48*cresco6x319:48*cresco6x057:48*cresco6x056:48*cresco6x200:48*cresco6x128:48*cresco6x171:48*cresco6x046:48*cresco6x080,1,0,336,319,315,IMeCO,4,4,484,572,42240,single,y,1,15,12,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0
891526,SPKFT4_nf4_cp484_tnp488_ms42240_single_lby_r1_W15_20231130_023616,1701498100,1701498142,48*cresco6x134:48*cresco6x325:48*cresco6x332:48*cresco6x010:48*cresco6x195:48*cresco6x198:48*cresco6x051:48*cresco6x240:48*cresco6x261:48*cresco6x272:48*cresco6x089,1,-99,42,27,19,SPK,4,4,484,488,42240,single,y,1,15,11,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0
891527,IMeCOFT8_nf0_cp484_tnp660_ms42240_single_lby_r1_W15_20231130_023616,1701498165,1701498510,48*cresco6x196:48*cresco6x062:48*cresco6x241:48*cresco6x016:48*cresco6x286:48*cresco6x362:48*cresco6x020:48*cresco6x114:48*cresco6x186:48*cresco6x285:48*cresco6x142:48*cresco6x228:48*cresco6x340:48*cresco6x064,1,0,345,324,320,IMeCO,8,0,484,660,42240,single,y,1,15,14,48,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0
891528,SPKFT8_nf0_cp484_tnp492_ms42240_single_lby_r1_W15_20231130_023616,1701498536,1701498577,48*cresco6x319:48*cresco6x325:48*cresco6x171:48*cresco6x198:48*cresco6x279:48*cresco6x089:48*cresco6x302:48*cresco6x046:48*cresco6x299:48*cresco6x163:48*cresco6x010,1,0,41,27,19,SPK,8,0,484,492,42240,single,y,1,15,11,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0
891529,IMeCOFT8_nf8_cp484_tnp660_ms42240_single_lby_r1_W15_20231130_023616,1701498601,1701498937,48*cresco6x011:48*cresco6x056:48*cresco6x276:48*cresco6x200:48*cresco6x271:48*cresco6x195:48*cresco6x057:48*cresco6x332:48*cresco6x261:48*cresco6x272:48*cresco6x286:48*cresco6x142:48*cresco6x196:48*cresco6x120,1,0,336,321,318,IMeCO,8,8,484,660,42240,single,y,1,15,14,48,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0
891530,SPKFT8_nf8_cp484_tnp492_ms42240_single_lby_r1_W15_20231130_023616,1701498964,1701499008,48*cresco6x114:48*cresco6x319:48*cresco6x163:48*cresco6x010:48*cresco6x240:48*cresco6x279:48*cresco6x302:48*cresco6x046:48*cresco6x285:48*cresco6x171:48*cresco6x100,1,-99,44,28,20,SPK,8,8,484,492,42240,single,y,1,15,11,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0
891531,IMeCOFT0_cp484_tnp484_ms42240_double_lby_r1_W15_20231130_023616,1701499030,1701499655,48*cresco6x295:48*cresco6x031:48*cresco6x062:48*cresco6x228:48*cresco6x128:48*cresco6x241:48*cresco6x020:48*cresco6x340:48*cresco6x325:48*cresco6x089:48*cresco6x186,1,0,626,601,594,IMeCO,0,0,484,484,42240,double,y,1,15,11,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0
891532,SPKFT0_cp484_tnp484_ms42240_double_lby_r1_W15_20231130_023616,1701499681,1701499753,48*cresco6x276:48*cresco6x299:48*cresco6x134:48*cresco6x319:48*cresco6x332:48*cresco6x215:48*cresco6x272:48*cresco6x046:48*cresco6x362:48*cresco6x142:48*cresco6x073,1,0,72,50,35,SPK,0,0,484,484,42240,double,y,1,15,11,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0
891533,IMeCOFT1_nf0_cp484_tnp506_ms42240_double_lby_r1_W15_20231130_023617,1701499777,1701500416,48*cresco6x106:48*cresco6x163:48*cresco6x010:48*cresco6x198:48*cresco6x056:48*cresco6x271:48*cresco6x285:48*cresco6x011:48*cresco6x277:48*cresco6x303:48*cresco6x139,1,0,639,616,610,IMeCO,1,0,484,506,42240,double,y,1,15,11,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0
891534,SPKFT1_nf0_cp484_tnp485_ms42240_double_lby_r1_W15_20231130_023617,1701500442,1701500514,48*cresco6x100:48*cresco6x114:48*cresco6x295:48*cresco6x120:48*cresco6x332:48*cresco6x340:48*cresco6x020:48*cresco6x031:48*cresco6x057:48*cresco6x217:48*cresco6x261,1,0,72,50,35,SPK,1,0,484,485,42240,double,y,1,15,11,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0
891535,IMeCOFT1_nf1_cp484_tnp506_ms42240_double_lby_r1_W15_20231130_023617,1701500533,1701501184,48*cresco6x215:48*cresco6x064:48*cresco6x325:48*cresco6x046:48*cresco6x016:48*cresco6x228:48*cresco6x362:48*cresco6x221:48*cresco6x241:48*cresco6x276:48*cresco6x279,1,0,651,625,618,IMeCO,1,1,484,506,42240,double,y,1,15,11,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0
891536,SPKFT1_nf1_cp484_tnp485_ms42240_double_lby_r1_W15_20231130_023617,1701501210,1701501280,48*cresco6x100:48*cresco6x286:48*cresco6x299:48*cresco6x134:48*cresco6x303:48*cresco6x319:48*cresco6x332:48*cresco6x186:48*cresco6x010:48*cresco6x190:48*cresco6x196,1,-99,70,50,35,SPK,1,1,484,485,42240,double,y,1,15,11,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0
891537,IMeCOFT2_nf0_cp484_tnp528_ms42240_double_lby_r1_W15_20231130_023617,1701501307,1701501985,48*cresco6x139:48*cresco6x011:48*cresco6x195:48*cresco6x020:48*cresco6x240:48*cresco6x092:48*cresco6x099:48*cresco6x128:48*cresco6x080:48*cresco6x154:48*cresco6x120,1,0,679,655,648,IMeCO,2,0,484,528,42240,double,y,1,15,11,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0
891538,SPKFT2_nf0_cp484_tnp486_ms42240_double_lby_r1_W15_20231130_023617,1701502922,1701503000,48*cresco6x293:48*cresco6x062:48*cresco6x101:48*cresco6x221:48*cresco6x241:48*cresco6x206:48*cresco6x057:48*cresco6x134:48*cresco6x167:48*cresco6x163:48*cresco6x271,1,0,78,50,35,SPK,2,0,484,486,42240,double,y,1,15,11,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0
891539,IMeCOFT2_nf2_cp484_tnp528_ms42240_double_lby_r1_W15_20231130_023617,1701510629,1701511500,48*cresco6x036:48*cresco6x176:48*cresco6x048:48*cresco6x308:48*cresco6x167:48*cresco6x374:48*cresco6x220:48*cresco6x085:48*cresco6x095:48*cresco6x052:48*cresco6x152,1,0,871,844,837,IMeCO,2,2,484,528,42240,double,y,1,15,11,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0
891540,SPKFT2_nf2_cp484_tnp486_ms42240_double_lby_r1_W15_20231130_023617,1701517013,1701517085,48*cresco6x272:48*cresco6x222:48*cresco6x153:48*cresco6x238:48*cresco6x261:48*cresco6x093:48*cresco6x058:48*cresco6x279:48*cresco6x217:48*cresco6x050:48*cresco6x150,1,-99,72,50,35,SPK,2,2,484,486,42240,double,y,1,15,11,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0
891541,IMeCOFT4_nf0_cp484_tnp572_ms42240_double_lby_r1_W15_20231130_023618,1701517594,1701518272,48*cresco6x150:48*cresco6x050:48*cresco6x222:48*cresco6x261:48*cresco6x217:48*cresco6x153:48*cresco6x058:48*cresco6x093:48*cresco6x272:48*cresco6x279:48*cresco6x309:48*cresco6x009,1,0,678,654,647,IMeCO,4,0,484,572,42240,double,y,1,15,12,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0
891542,SPKFT4_nf0_cp484_tnp488_ms42240_double_lby_r1_W15_20231130_023618,1701522099,1701522175,48*cresco6x009:48*cresco6x188:48*cresco6x121:48*cresco6x155:48*cresco6x060:48*cresco6x248:48*cresco6x204:48*cresco6x245:48*cresco6x180:48*cresco6x327:48*cresco6x148,1,0,75,50,35,SPK,4,0,484,488,42240,double,y,1,15,11,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0
891543,IMeCOFT4_nf4_cp484_tnp572_ms42240_double_lby_r1_W15_20231130_023618,1701526508,1701527184,48*cresco6x100:48*cresco6x286:48*cresco6x182:48*cresco6x219:48*cresco6x307:48*cresco6x325:48*cresco6x196:48*cresco6x240:48*cresco6x032:48*cresco6x088:48*cresco6x089:48*cresco6x122,1,0,676,652,645,IMeCO,4,4,484,572,42240,double,y,1,15,12,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0
891544,SPKFT4_nf4_cp484_tnp488_ms42240_double_lby_r1_W15_20231130_023618,1701531699,1701531773,48*cresco6x182:48*cresco6x185:48*cresco6x219:48*cresco6x223:48*cresco6x089:48*cresco6x240:48*cresco6x362:48*cresco6x122:48*cresco6x100:48*cresco6x139:48*cresco6x106,1,-99,74,50,35,SPK,4,4,484,488,42240,double,y,1,15,11,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0
891545,IMeCOFT8_nf0_cp484_tnp660_ms42240_double_lby_r1_W15_20231130_023618,1701531788,1701532465,48*cresco6x088:48*cresco6x307:48*cresco6x120:48*cresco6x197:48*cresco6x325:48*cresco6x032:48*cresco6x323:48*cresco6x154:48*cresco6x139:48*cresco6x106:48*cresco6x219:48*cresco6x240:48*cresco6x089:48*cresco6x362,1,0,677,655,647,IMeCO,8,0,484,660,42240,double,y,1,15,14,48,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0
891546,SPKFT8_nf0_cp484_tnp492_ms42240_double_lby_r1_W15_20231130_023618,1701532493,1701532567,48*cresco6x185:48*cresco6x196:48*cresco6x064:48*cresco6x182:48*cresco6x128:48*cresco6x286:48*cresco6x100:48*cresco6x122:48*cresco6x223:48*cresco6x171:48*cresco6x139,1,0,74,50,35,SPK,8,0,484,492,42240,double,y,1,15,11,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0
891547,IMeCOFT8_nf8_cp484_tnp660_ms42240_double_lby_r1_W15_20231130_023618,1701532593,1701533280,48*cresco6x362:48*cresco6x106:48*cresco6x120:48*cresco6x325:48*cresco6x089:48*cresco6x032:48*cresco6x323:48*cresco6x088:48*cresco6x219:48*cresco6x197:48*cresco6x154:48*cresco6x240:48*cresco6x307:48*cresco6x139,1,0,687,664,657,IMeCO,8,8,484,660,42240,double,y,1,15,14,48,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0
891548,SPKFT8_nf8_cp484_tnp492_ms42240_double_lby_r1_W15_20231130_023618,1701533308,1701533379,48*cresco6x185:48*cresco6x182:48*cresco6x122:48*cresco6x142:48*cresco6x223:48*cresco6x128:48*cresco6x196:48*cresco6x286:48*cresco6x171:48*cresco6x100:48*cresco6x139,1,-99,71,50,35,SPK,8,8,484,492,42240,double,y,1,15,11,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0
891549,IMeCOFT0_cp576_tnp576_ms42240_single_lbn_r1_W15_20231130_023619,1701533404,1701533702,48*cresco6x120:48*cresco6x219:48*cresco6x197:48*cresco6x088:48*cresco6x325:48*cresco6x106:48*cresco6x362:48*cresco6x307:48*cresco6x323:48*cresco6x089:48*cresco6x032:48*cresco6x154,1,0,298,283,279,IMeCO,0,0,576,576,42240,single,n,1,15,12,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0
891550,SPKFT0_cp576_tnp576_ms42240_single_lbn_r1_W15_20231130_023619,1701533729,1701533775,48*cresco6x139:48*cresco6x223:48*cresco6x182:48*cresco6x128:48*cresco6x142:48*cresco6x100:48*cresco6x171:48*cresco6x240:48*cresco6x196:48*cresco6x185:48*cresco6x122:48*cresco6x286,1,0,46,27,19,SPK,0,0,576,576,42240,single,n,1,15,12,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0
891551,IMeCOFT1_nf0_cp576_tnp600_ms42240_single_lbn_r1_W15_20231130_023619,1701533799,1701534097,48*cresco6x362:48*cresco6x307:48*cresco6x106:48*cresco6x323:48*cresco6x120:48*cresco6x219:48*cresco6x088:48*cresco6x197:48*cresco6x325:48*cresco6x032:48*cresco6x089:48*cresco6x154:48*cresco6x223,1,0,298,282,278,IMeCO,1,0,576,600,42240,single,n,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
891552,SPKFT1_nf0_cp576_tnp577_ms42240_single_lbn_r1_W15_20231130_023619,1701534123,1701534168,48*cresco6x139:48*cresco6x185:48*cresco6x196:48*cresco6x182:48*cresco6x122:48*cresco6x142:48*cresco6x128:48*cresco6x171:48*cresco6x286:48*cresco6x240:48*cresco6x100:48*cresco6x223:48*cresco6x106,1,0,45,28,19,SPK,1,0,576,577,42240,single,n,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
891553,IMeCOFT1_nf1_cp576_tnp600_ms42240_single_lbn_r1_W15_20231130_023619,1701534194,1701534489,48*cresco6x154:48*cresco6x219:48*cresco6x088:48*cresco6x362:48*cresco6x197:48*cresco6x032:48*cresco6x323:48*cresco6x325:48*cresco6x120:48*cresco6x307:48*cresco6x089:48*cresco6x106:48*cresco6x171,1,0,295,278,275,IMeCO,1,1,576,600,42240,single,n,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
891554,SPKFT1_nf1_cp576_tnp577_ms42240_single_lbn_r1_W15_20231130_023619,1701534555,1701534602,48*cresco6x196:48*cresco6x223:48*cresco6x128:48*cresco6x142:48*cresco6x286:48*cresco6x139:48*cresco6x064:48*cresco6x100:48*cresco6x182:48*cresco6x240:48*cresco6x122:48*cresco6x171:48*cresco6x219,1,-99,47,29,20,SPK,1,1,576,577,42240,single,n,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
891555,IMeCOFT2_nf0_cp576_tnp624_ms42240_single_lbn_r1_W15_20231130_023619,1701534630,1701534925,48*cresco6x197:48*cresco6x154:48*cresco6x362:48*cresco6x325:48*cresco6x307:48*cresco6x032:48*cresco6x323:48*cresco6x120:48*cresco6x089:48*cresco6x106:48*cresco6x088:48*cresco6x219:48*cresco6x139,1,0,295,281,277,IMeCO,2,0,576,624,42240,single,n,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
891556,SPKFT2_nf0_cp576_tnp578_ms42240_single_lbn_r1_W15_20231130_023619,1701534952,1701534995,48*cresco6x064:48*cresco6x240:48*cresco6x128:48*cresco6x171:48*cresco6x223:48*cresco6x286:48*cresco6x142:48*cresco6x196:48*cresco6x122:48*cresco6x100:48*cresco6x182:48*cresco6x323:48*cresco6x362,1,0,43,29,20,SPK,2,0,576,578,42240,single,n,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
891557,IMeCOFT2_nf2_cp576_tnp624_ms42240_single_lbn_r1_W15_20231130_023620,1701535023,1701535311,48*cresco6x197:48*cresco6x120:48*cresco6x219:48*cresco6x307:48*cresco6x089:48*cresco6x325:48*cresco6x032:48*cresco6x139:48*cresco6x106:48*cresco6x154:48*cresco6x088:48*cresco6x362:48*cresco6x223,1,0,288,274,271,IMeCO,2,2,576,624,42240,single,n,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
891558,SPKFT2_nf2_cp576_tnp578_ms42240_single_lbn_r1_W15_20231130_023620,1701535374,1701535418,48*cresco6x100:48*cresco6x142:48*cresco6x323:48*cresco6x122:48*cresco6x064:48*cresco6x171:48*cresco6x182:48*cresco6x286:48*cresco6x128:48*cresco6x240:48*cresco6x196:48*cresco6x223:48*cresco6x106,1,-99,43,28,20,SPK,2,2,576,578,42240,single,n,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
891559,IMeCOFT4_nf0_cp576_tnp672_ms42240_single_lbn_r1_W15_20231130_023620,1701535445,1701535744,48*cresco6x307:48*cresco6x089:48*cresco6x120:48*cresco6x325:48*cresco6x362:48*cresco6x088:48*cresco6x219:48*cresco6x154:48*cresco6x139:48*cresco6x197:48*cresco6x032:48*cresco6x106:48*cresco6x223:48*cresco6x100,1,0,299,279,275,IMeCO,4,0,576,672,42240,single,n,1,15,14,48,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0
891560,SPKFT4_nf0_cp576_tnp580_ms42240_single_lbn_r1_W15_20231130_023620,1701535771,1701535812,48*cresco6x064:48*cresco6x240:48*cresco6x128:48*cresco6x122:48*cresco6x171:48*cresco6x182:48*cresco6x286:48*cresco6x323:48*cresco6x142:48*cresco6x185:48*cresco6x362:48*cresco6x223:48*cresco6x100,1,0,40,29,20,SPK,4,0,576,580,42240,single,n,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
891561,IMeCOFT4_nf4_cp576_tnp672_ms42240_single_lbn_r1_W15_20231130_023620,1701535836,1701536129,48*cresco6x106:48*cresco6x197:48*cresco6x219:48*cresco6x120:48*cresco6x325:48*cresco6x089:48*cresco6x088:48*cresco6x139:48*cresco6x032:48*cresco6x154:48*cresco6x307:48*cresco6x100:48*cresco6x240:48*cresco6x171,1,0,293,275,271,IMeCO,4,4,576,672,42240,single,n,1,15,14,48,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0
891562,SPKFT4_nf4_cp576_tnp580_ms42240_single_lbn_r1_W15_20231130_023620,1701536193,1701536236,48*cresco6x182:48*cresco6x128:48*cresco6x286:48*cresco6x293:48*cresco6x362:48*cresco6x064:48*cresco6x185:48*cresco6x323:48*cresco6x223:48*cresco6x122:48*cresco6x327:48*cresco6x142:48*cresco6x120,1,-99,43,28,19,SPK,4,4,576,580,42240,single,n,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
891563,IMeCOFT8_nf0_cp576_tnp768_ms42240_single_lbn_r1_W15_20231130_023620,1701536263,1701536555,48*cresco6x100:48*cresco6x089:48*cresco6x139:48*cresco6x171:48*cresco6x197:48*cresco6x154:48*cresco6x032:48*cresco6x106:48*cresco6x307:48*cresco6x240:48*cresco6x219:48*cresco6x325:48*cresco6x088:48*cresco6x120:48*cresco6x142:48*cresco6x323,1,0,293,278,274,IMeCO,8,0,576,768,42240,single,n,1,15,16,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
891564,SPKFT8_nf0_cp576_tnp584_ms42240_single_lbn_r1_W15_20231130_023620,1701536580,1701536624,48*cresco6x185:48*cresco6x128:48*cresco6x223:48*cresco6x327:48*cresco6x182:48*cresco6x064:48*cresco6x122:48*cresco6x293:48*cresco6x286:48*cresco6x362:48*cresco6x323:48*cresco6x307:48*cresco6x142,1,0,44,29,20,SPK,8,0,576,584,42240,single,n,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
891565,IMeCOFT8_nf8_cp576_tnp768_ms42240_single_lbn_r1_W15_20231130_023621,1701536651,1701536942,48*cresco6x240:48*cresco6x088:48*cresco6x219:48*cresco6x106:48*cresco6x154:48*cresco6x325:48*cresco6x032:48*cresco6x100:48*cresco6x197:48*cresco6x120:48*cresco6x089:48*cresco6x171:48*cresco6x139:48*cresco6x142:48*cresco6x362:48*cresco6x223,1,0,291,276,272,IMeCO,8,8,576,768,42240,single,n,1,15,16,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
891566,SPKFT8_nf8_cp576_tnp584_ms42240_single_lbn_r1_W15_20231130_023621,1701536961,1701537005,48*cresco6x122:48*cresco6x323:48*cresco6x293:48*cresco6x327:48*cresco6x185:48*cresco6x307:48*cresco6x182:48*cresco6x064:48*cresco6x286:48*cresco6x196:48*cresco6x154:48*cresco6x325:48*cresco6x088,1,-99,44,28,20,SPK,8,8,576,584,42240,single,n,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
891567,IMeCOFT0_cp576_tnp576_ms42240_double_lbn_r1_W15_20231130_023621,1701537031,1701537619,48*cresco6x032:48*cresco6x100:48*cresco6x120:48*cresco6x197:48*cresco6x139:48*cresco6x171:48*cresco6x089:48*cresco6x240:48*cresco6x219:48*cresco6x106:48*cresco6x142:48*cresco6x362,1,0,588,568,562,IMeCO,0,0,576,576,42240,double,n,1,15,12,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0
891568,SPKFT0_cp576_tnp576_ms42240_double_lbn_r1_W15_20231130_023621,1701537647,1701537717,48*cresco6x293:48*cresco6x307:48*cresco6x196:48*cresco6x064:48*cresco6x154:48*cresco6x182:48*cresco6x122:48*cresco6x185:48*cresco6x323:48*cresco6x327:48*cresco6x223:48*cresco6x325,1,0,70,50,34,SPK,0,0,576,576,42240,double,n,1,15,12,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0
891569,IMeCOFT1_nf0_cp576_tnp600_ms42240_double_lbn_r1_W15_20231130_023621,1701537742,1701538337,48*cresco6x088:48*cresco6x089:48*cresco6x032:48*cresco6x139:48*cresco6x120:48*cresco6x197:48*cresco6x106:48*cresco6x240:48*cresco6x219:48*cresco6x100:48*cresco6x142:48*cresco6x362:48*cresco6x171,1,0,595,575,568,IMeCO,1,0,576,600,42240,double,n,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
891570,SPKFT1_nf0_cp576_tnp577_ms42240_double_lbn_r1_W15_20231130_023621,1701538365,1701538433,48*cresco6x323:48*cresco6x064:48*cresco6x223:48*cresco6x182:48*cresco6x327:48*cresco6x320:48*cresco6x122:48*cresco6x154:48*cresco6x325:48*cresco6x280:48*cresco6x128:48*cresco6x185:48*cresco6x196,1,0,68,48,33,SPK,1,0,576,577,42240,double,n,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
891571,IMeCOFT1_nf1_cp576_tnp600_ms42240_double_lbn_r1_W15_20231130_023621,1701538457,1701539054,48*cresco6x171:48*cresco6x106:48*cresco6x142:48*cresco6x362:48*cresco6x240:48*cresco6x032:48*cresco6x139:48*cresco6x197:48*cresco6x089:48*cresco6x120:48*cresco6x219:48*cresco6x293:48*cresco6x100,1,0,597,571,565,IMeCO,1,1,576,600,42240,double,n,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
891572,SPKFT1_nf1_cp576_tnp577_ms42240_double_lbn_r1_W15_20231130_023621,1701539081,1701539151,48*cresco6x064:48*cresco6x323:48*cresco6x154:48*cresco6x182:48*cresco6x196:48*cresco6x223:48*cresco6x307:48*cresco6x320:48*cresco6x280:48*cresco6x327:48*cresco6x122:48*cresco6x185:48*cresco6x088,1,-99,70,49,34,SPK,1,1,576,577,42240,double,n,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
891573,IMeCOFT2_nf0_cp576_tnp624_ms42240_double_lbn_r1_W15_20231130_023622,1701539176,1701539774,48*cresco6x128:48*cresco6x100:48*cresco6x362:48*cresco6x106:48*cresco6x142:48*cresco6x240:48*cresco6x120:48*cresco6x032:48*cresco6x171:48*cresco6x197:48*cresco6x089:48*cresco6x139:48*cresco6x293,1,0,598,574,567,IMeCO,2,0,576,624,42240,double,n,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
891574,SPKFT2_nf0_cp576_tnp578_ms42240_double_lbn_r1_W15_20231130_023622,1701539803,1701539879,48*cresco6x223:48*cresco6x088:48*cresco6x323:48*cresco6x185:48*cresco6x154:48*cresco6x182:48*cresco6x307:48*cresco6x064:48*cresco6x286:48*cresco6x280:48*cresco6x122:48*cresco6x327:48*cresco6x219,1,0,76,49,34,SPK,2,0,576,578,42240,double,n,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
891575,IMeCOFT2_nf2_cp576_tnp624_ms42240_double_lbn_r1_W15_20231130_023622,1701539904,1701540495,48*cresco6x196:48*cresco6x293:48*cresco6x142:48*cresco6x100:48*cresco6x089:48*cresco6x197:48*cresco6x139:48*cresco6x120:48*cresco6x032:48*cresco6x128:48*cresco6x362:48*cresco6x171:48*cresco6x240,1,0,591,570,562,IMeCO,2,2,576,624,42240,double,n,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
881742,IMeCOFT4_nf0_cp484_tnp572_ms10560_double_lbn_r1_W3_20231123_005118,1700781281,1700781297,48*cresco6x153:48*cresco6x217:48*cresco6x040:48*cresco6x078:48*cresco6x170:48*cresco6x182:48*cresco6x328:48*cresco6x123:48*cresco6x307:48*cresco6x028:48*cresco6x038:48*cresco6x349,1,0,16,5,4,IMeCO,4,0,484,572,10560,double,n,1,3,12,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0
881743,SPKFT4_nf0_cp484_tnp488_ms10560_double_lbn_r1_W3_20231123_005119,1700781316,1700781329,48*cresco6x040:48*cresco6x170:48*cresco6x328:48*cresco6x182:48*cresco6x028:48*cresco6x241:48*cresco6x121:48*cresco6x038:48*cresco6x197:48*cresco6x151:48*cresco6x349,1,0,13,3,2,SPK,4,0,484,488,10560,double,n,1,3,11,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0
